chr1,x1,y1,chr2,x2,y2,color,in_intersect_1,in_intersect_2
10,70975000,71000000,10,71250000,71275000,"0,255,255",False,False
10,35900000,35925000,10,37050000,37075000,"0,255,255",False,False
10,17625000,17650000,10,18500000,18525000,"0,255,255",False,False
10,100200000,100225000,10,101000000,101025000,"0,255,255",False,False
10,100500000,100525000,10,101000000,101025000,"0,255,255",False,False
10,130825000,130850000,10,131750000,131775000,"0,255,255",False,False
10,119250000,119275000,10,120000000,120025000,"0,255,255",False,False
10,7550000,7575000,10,9325000,9350000,"0,255,255",False,False
10,70525000,70550000,10,70925000,70950000,"0,255,255",False,False
10,96375000,96400000,10,97100000,97125000,"0,255,255",False,False
10,93050000,93075000,10,93650000,93675000,"0,255,255",False,False
10,15925000,15950000,10,16800000,16825000,"0,255,255",False,False
10,20100000,20125000,10,21050000,21075000,"0,255,255",True,False
10,94825000,94850000,10,95425000,95450000,"0,255,255",False,False
10,9350000,9375000,10,11500000,11525000,"0,255,255",False,False
10,125325000,125350000,10,126075000,126100000,"0,255,255",False,False
10,84550000,84575000,10,85625000,85650000,"0,255,255",False,False
10,65800000,65825000,10,68675000,68700000,"0,255,255",False,False
10,9375000,9400000,10,11300000,11325000,"0,255,255",False,False
10,119275000,119300000,10,124875000,124900000,"0,255,255",False,False
10,119250000,119275000,10,120200000,120225000,"0,255,255",False,False
10,15475000,15500000,10,15750000,15775000,"0,255,255",False,False
10,28050000,28075000,10,28675000,28700000,"0,255,255",False,False
10,50175000,50200000,10,50700000,50725000,"0,255,255",False,False
10,64925000,64950000,10,65375000,65400000,"0,255,255",False,False
10,79800000,79825000,10,80400000,80425000,"0,255,255",False,False
10,54400000,54425000,10,54525000,54550000,"0,255,255",False,False
10,90775000,90800000,10,90950000,90975000,"0,255,255",False,False
10,91000000,91025000,10,91125000,91150000,"0,255,255",True,False
10,102300000,102325000,10,102625000,102650000,"0,255,255",False,False
11,36320000,36330000,11,36490000,36500000,"0,255,255",False,False
11,121120000,121130000,11,121460000,121470000,"0,255,255",False,False
11,122080000,122090000,11,122370000,122380000,"0,255,255",False,False
11,2450000,2460000,11,2540000,2550000,"0,255,255",False,False
11,65140000,65150000,11,65270000,65280000,"0,255,255",True,False
11,57350000,57360000,11,57400000,57410000,"0,255,255",False,False
11,64610000,64620000,11,64660000,64670000,"0,255,255",False,False
11,46900000,46910000,11,47170000,47180000,"0,255,255",False,False
11,57330000,57340000,11,57410000,57420000,"0,255,255",False,False
11,46260000,46270000,11,46330000,46340000,"0,255,255",False,False
11,33880000,33890000,11,33990000,34000000,"0,255,255",False,False
11,128750000,128760000,11,128820000,128830000,"0,255,255",False,False
11,47950000,47960000,11,48130000,48140000,"0,255,255",False,False
11,128040000,128050000,11,128700000,128710000,"0,255,255",False,False
11,32070000,32080000,11,32190000,32200000,"0,255,255",False,False
11,122510000,122520000,11,122640000,122650000,"0,255,255",False,False
11,66460000,66470000,11,66600000,66610000,"0,255,255",False,False
11,77930000,77940000,11,78270000,78280000,"0,255,255",False,False
11,12060000,12070000,11,12300000,12310000,"0,255,255",False,False
11,63760000,63770000,11,63910000,63920000,"0,255,255",False,False
11,17410000,17420000,11,17520000,17530000,"0,255,255",False,False
11,36310000,36320000,11,36510000,36520000,"0,255,255",False,False
11,19580000,19590000,11,19760000,19770000,"0,255,255",False,False
11,33180000,33190000,11,33340000,33350000,"0,255,255",False,False
11,122980000,122990000,11,123110000,123120000,"0,255,255",False,False
11,44640000,44650000,11,44930000,44940000,"0,255,255",False,False
11,133910000,133920000,11,134010000,134020000,"0,255,255",False,False
11,32730000,32740000,11,32810000,32820000,"0,255,255",False,False
11,56890000,56900000,11,57000000,57010000,"0,255,255",False,False
11,12430000,12440000,11,12910000,12920000,"0,255,255",False,False
11,2550000,2560000,11,2900000,2910000,"0,255,255",False,False
11,13790000,13800000,11,14260000,14270000,"0,255,255",False,False
11,2050000,2060000,11,2170000,2180000,"0,255,255",False,False
11,44310000,44320000,11,44550000,44560000,"0,255,255",False,False
11,125790000,125800000,11,126060000,126070000,"0,255,255",False,False
11,1720000,1730000,11,1850000,1860000,"0,255,255",False,False
11,11040000,11050000,11,11800000,11810000,"0,255,255",False,False
11,35630000,35640000,11,36280000,36290000,"0,255,255",False,False
11,101730000,101740000,11,101870000,101880000,"0,255,255",False,False
11,27200000,27210000,11,27510000,27520000,"0,255,255",False,False
11,1600000,1610000,11,71270000,71280000,"0,255,255",False,False
11,32340000,32350000,11,32810000,32820000,"0,255,255",False,False
11,117700000,117710000,11,117920000,117930000,"0,255,255",False,False
11,130300000,130310000,11,130730000,130740000,"0,255,255",False,False
11,111150000,111175000,11,111275000,111300000,"0,255,255",False,False
11,129775000,129800000,11,130000000,130025000,"0,255,255",False,False
11,121175000,121200000,11,121450000,121475000,"0,255,255",False,False
11,124525000,124550000,11,124625000,124650000,"0,255,255",False,False
11,62175000,62200000,11,62275000,62300000,"0,255,255",False,False
11,3850000,3875000,11,4075000,4100000,"0,255,255",True,False
11,116750000,116775000,11,116950000,116975000,"0,255,255",False,False
11,85750000,85775000,11,85900000,85925000,"0,255,255",False,False
11,72175000,72200000,11,72275000,72300000,"0,255,255",False,False
11,57100000,57125000,11,57225000,57250000,"0,255,255",False,False
11,128050000,128075000,11,128150000,128175000,"0,255,255",False,False
11,116650000,116675000,11,116975000,117000000,"0,255,255",False,False
11,111450000,111475000,11,111625000,111650000,"0,255,255",False,False
11,111425000,111450000,11,111700000,111725000,"0,255,255",False,False
11,128025000,128050000,11,128625000,128650000,"0,255,255",False,False
11,73100000,73125000,11,73350000,73375000,"0,255,255",False,False
11,34200000,34225000,11,34375000,34400000,"0,255,255",False,False
11,2200000,2225000,11,2425000,2450000,"0,255,255",False,False
11,10550000,10575000,11,10750000,10775000,"0,255,255",True,False
11,122725000,122750000,11,122900000,122925000,"0,255,255",False,False
11,2700000,2725000,11,2875000,2900000,"0,255,255",False,False
11,62650000,62675000,11,62775000,62800000,"0,255,255",False,False
11,107450000,107475000,11,107550000,107575000,"0,255,255",False,False
11,76900000,76925000,11,77250000,77275000,"0,255,255",False,False
11,110050000,110075000,11,110225000,110250000,"0,255,255",False,False
11,10425000,10450000,11,10750000,10775000,"0,255,255",False,False
11,124275000,124300000,11,124450000,124475000,"0,255,255",False,False
11,18550000,18575000,11,18750000,18775000,"0,255,255",False,False
11,77475000,77500000,11,77700000,77725000,"0,255,255",False,False
11,118050000,118075000,11,118350000,118375000,"0,255,255",False,False
11,45125000,45150000,11,45300000,45325000,"0,255,255",False,False
11,120375000,120400000,11,120550000,120575000,"0,255,255",False,False
11,4200000,4225000,11,4550000,4575000,"0,255,255",False,False
11,72175000,72200000,11,72375000,72400000,"0,255,255",False,False
11,58925000,58950000,11,59175000,59200000,"0,255,255",False,False
11,13975000,14000000,11,14250000,14275000,"0,255,255",False,False
11,2450000,2475000,11,2900000,2925000,"0,255,255",False,False
11,117300000,117325000,11,117650000,117675000,"0,255,255",False,False
11,119525000,119550000,11,119950000,119975000,"0,255,255",False,False
11,34925000,34950000,11,35400000,35425000,"0,255,255",True,False
11,14300000,14325000,11,14450000,14475000,"0,255,255",False,False
11,12975000,13000000,11,13350000,13375000,"0,255,255",False,False
11,127900000,127925000,11,128700000,128725000,"0,255,255",False,False
11,113175000,113200000,11,113400000,113425000,"0,255,255",False,False
11,130075000,130100000,11,130275000,130300000,"0,255,255",False,False
11,19950000,19975000,11,20125000,20150000,"0,255,255",False,False
11,86150000,86175000,11,86500000,86525000,"0,255,255",False,False
11,45375000,45400000,11,45675000,45700000,"0,255,255",False,False
11,34600000,34625000,11,34900000,34925000,"0,255,255",False,False
11,18350000,18375000,11,18525000,18550000,"0,255,255",False,False
11,86650000,86675000,11,86975000,87000000,"0,255,255",False,False
11,12350000,12375000,11,12900000,12925000,"0,255,255",False,False
11,129225000,129250000,11,129600000,129625000,"0,255,255",False,False
11,6025000,6050000,11,6350000,6375000,"0,255,255",False,False
11,92950000,92975000,11,93375000,93400000,"0,255,255",False,False
11,95550000,95575000,11,96150000,96175000,"0,255,255",False,False
11,56600000,56625000,11,57000000,57025000,"0,255,255",False,False
11,121525000,121550000,11,122375000,122400000,"0,255,255",False,False
11,113750000,113775000,11,114125000,114150000,"0,255,255",False,False
11,110325000,110350000,11,111100000,111125000,"0,255,255",False,False
11,128975000,129000000,11,129175000,129200000,"0,255,255",False,False
11,8225000,8250000,11,8575000,8600000,"0,255,255",False,False
11,133000000,133025000,11,133675000,133700000,"0,255,255",False,False
11,1700000,1725000,11,2000000,2025000,"0,255,255",False,False
11,124825000,124850000,11,125000000,125025000,"0,255,255",False,False
11,7100000,7125000,11,7700000,7725000,"0,255,255",False,False
11,69500000,69525000,11,70025000,70050000,"0,255,255",False,False
11,117300000,117325000,11,117800000,117825000,"0,255,255",False,False
11,33375000,33400000,11,33750000,33775000,"0,255,255",False,False
11,31400000,31425000,11,31875000,31900000,"0,255,255",False,False
11,34600000,34625000,11,35400000,35425000,"0,255,255",False,False
11,107975000,108000000,11,108500000,108525000,"0,255,255",False,False
11,14550000,14575000,11,14900000,14925000,"0,255,255",False,False
11,17250000,17275000,11,17500000,17525000,"0,255,255",False,False
11,18125000,18150000,11,18800000,18825000,"0,255,255",False,False
11,127325000,127350000,11,127875000,127900000,"0,255,255",False,False
11,15825000,15850000,11,16625000,16650000,"0,255,255",False,False
11,78350000,78375000,11,78775000,78800000,"0,255,255",False,False
11,48350000,48375000,11,50025000,50050000,"0,255,255",False,False
11,93900000,93925000,11,94225000,94250000,"0,255,255",False,False
11,130075000,130100000,11,130725000,130750000,"0,255,255",False,False
11,62150000,62175000,11,62625000,62650000,"0,255,255",False,False
11,114200000,114225000,11,114625000,114650000,"0,255,255",False,False
11,19075000,19100000,11,19575000,19600000,"0,255,255",False,False
11,112450000,112475000,11,113150000,113175000,"0,255,255",False,False
11,26775000,26800000,11,27175000,27200000,"0,255,255",False,False
11,101300000,101325000,11,101700000,101725000,"0,255,255",False,False
11,92675000,92700000,11,92950000,92975000,"0,255,255",False,False
11,42775000,42800000,11,43300000,43325000,"0,255,255",False,False
11,130925000,130950000,11,131525000,131550000,"0,255,255",False,False
11,31825000,31850000,11,32450000,32475000,"0,255,255",False,False
11,126300000,126325000,11,127200000,127225000,"0,255,255",False,False
11,81350000,81375000,11,82400000,82425000,"0,255,255",False,False
11,78325000,78350000,11,80950000,80975000,"0,255,255",False,False
11,82400000,82425000,11,83525000,83550000,"0,255,255",False,False
11,127900000,127925000,11,128500000,128525000,"0,255,255",False,False
11,10800000,10825000,11,11800000,11825000,"0,255,255",False,False
11,22350000,22375000,11,22800000,22825000,"0,255,255",False,False
11,14550000,14575000,11,14775000,14800000,"0,255,255",False,False
11,100450000,100475000,11,100775000,100800000,"0,255,255",False,False
11,74625000,74650000,11,74925000,74950000,"0,255,255",False,False
11,82600000,82625000,11,82950000,82975000,"0,255,255",False,False
11,10800000,10825000,11,11025000,11050000,"0,255,255",False,False
11,16800000,16825000,11,17075000,17100000,"0,255,255",False,False
11,44950000,44975000,11,45350000,45375000,"0,255,255",False,False
11,95775000,95800000,11,96075000,96100000,"0,255,255",False,False
11,60100000,60125000,11,60375000,60400000,"0,255,255",False,False
11,94900000,94925000,11,95475000,95500000,"0,255,255",False,False
11,128150000,128175000,11,128475000,128500000,"0,255,255",False,False
11,44965000,44970000,11,45115000,45120000,"0,255,255",False,False
12,25400000,25425000,12,25525000,25550000,"0,255,255",True,False
12,3975000,4000000,12,4200000,4225000,"0,255,255",True,False
12,57725000,57750000,12,57825000,57850000,"0,255,255",False,False
12,113475000,113500000,12,113600000,113625000,"0,255,255",False,False
12,54625000,54650000,12,54750000,54775000,"0,255,255",False,False
12,121975000,122000000,12,122100000,122125000,"0,255,255",False,False
12,10175000,10200000,12,10275000,10300000,"0,255,255",False,False
12,58200000,58225000,12,58300000,58325000,"0,255,255",False,False
12,4250000,4275000,12,4350000,4375000,"0,255,255",False,False
12,49750000,49775000,12,49900000,49925000,"0,255,255",False,False
12,123325000,123350000,12,123425000,123450000,"0,255,255",False,False
12,13050000,13075000,12,13350000,13375000,"0,255,255",False,False
12,57150000,57175000,12,57375000,57400000,"0,255,255",False,False
12,117450000,117475000,12,117550000,117575000,"0,255,255",False,False
12,68750000,68775000,12,68975000,69000000,"0,255,255",False,False
12,13150000,13175000,12,13350000,13375000,"0,255,255",False,False
12,57225000,57250000,12,57375000,57400000,"0,255,255",False,False
12,8825000,8850000,12,9000000,9025000,"0,255,255",False,False
12,8000000,8025000,12,8125000,8150000,"0,255,255",False,False
12,22675000,22700000,12,22775000,22800000,"0,255,255",False,False
12,62975000,63000000,12,63175000,63200000,"0,255,255",False,False
12,56125000,56150000,12,56325000,56350000,"0,255,255",False,False
12,93975000,94000000,12,94125000,94150000,"0,255,255",False,False
12,9775000,9800000,12,9875000,9900000,"0,255,255",False,False
12,1750000,1775000,12,2025000,2050000,"0,255,255",False,False
12,11725000,11750000,12,12175000,12200000,"0,255,255",False,False
12,1225000,1250000,12,1675000,1700000,"0,255,255",False,False
12,4100000,4125000,12,4375000,4400000,"0,255,255",False,False
12,32600000,32625000,12,32800000,32825000,"0,255,255",False,False
12,12525000,12550000,12,12825000,12850000,"0,255,255",False,False
12,77000000,77025000,12,77175000,77200000,"0,255,255",False,False
12,2150000,2175000,12,2675000,2700000,"0,255,255",False,False
12,7375000,7400000,12,7775000,7800000,"0,255,255",False,False
12,44150000,44175000,12,44250000,44275000,"0,255,255",True,False
12,132975000,133000000,12,133075000,133100000,"0,255,255",False,False
12,98800000,98825000,12,98900000,98925000,"0,255,255",False,False
12,110525000,110550000,12,110850000,110875000,"0,255,255",False,False
12,42525000,42550000,12,42700000,42725000,"0,255,255",False,False
12,65275000,65300000,12,65500000,65525000,"0,255,255",False,False
12,14400000,14425000,12,14600000,14625000,"0,255,255",False,False
12,106750000,106775000,12,107300000,107325000,"0,255,255",True,False
12,68600000,68625000,12,68700000,68725000,"0,255,255",False,False
12,2950000,2975000,12,3125000,3150000,"0,255,255",False,False
12,55100000,55125000,12,55325000,55350000,"0,255,255",False,False
12,107500000,107525000,12,107975000,108000000,"0,255,255",False,False
12,69750000,69775000,12,69950000,69975000,"0,255,255",True,False
12,52750000,52775000,12,53350000,53375000,"0,255,255",False,False
12,5850000,5875000,12,5975000,6000000,"0,255,255",False,False
12,8250000,8275000,12,8375000,8400000,"0,255,255",False,False
12,108375000,108400000,12,108875000,108900000,"0,255,255",False,False
12,70275000,70300000,12,70950000,70975000,"0,255,255",False,False
12,85850000,85875000,12,86250000,86275000,"0,255,255",False,False
12,8825000,8850000,12,9200000,9225000,"0,255,255",False,False
12,12950000,12975000,12,13350000,13375000,"0,255,255",False,False
12,51800000,51825000,12,52200000,52225000,"0,255,255",False,False
12,46775000,46800000,12,47050000,47075000,"0,255,255",False,False
12,10375000,10400000,12,10825000,10850000,"0,255,255",False,False
12,3425000,3450000,12,3875000,3900000,"0,255,255",False,False
12,124500000,124525000,12,125225000,125250000,"0,255,255",False,False
12,108075000,108100000,12,108275000,108300000,"0,255,255",False,False
12,10375000,10400000,12,10700000,10725000,"0,255,255",False,False
12,29675000,29700000,12,30975000,31000000,"0,255,255",False,False
12,108950000,108975000,12,109525000,109550000,"0,255,255",True,False
12,65275000,65300000,12,65600000,65625000,"0,255,255",False,False
12,10925000,10950000,12,11625000,11650000,"0,255,255",False,False
12,123050000,123075000,12,123675000,123700000,"0,255,255",False,False
12,21625000,21650000,12,21800000,21825000,"0,255,255",False,False
12,67075000,67100000,12,67250000,67275000,"0,255,255",False,False
12,75900000,75925000,12,76425000,76450000,"0,255,255",False,False
12,675000,700000,12,1200000,1225000,"0,255,255",False,False
12,27875000,27900000,12,28075000,28100000,"0,255,255",False,False
12,105800000,105825000,12,106500000,106525000,"0,255,255",False,False
12,93175000,93200000,12,93800000,93825000,"0,255,255",False,False
12,38725000,38750000,12,39475000,39500000,"0,255,255",False,False
12,114400000,114425000,12,114925000,114950000,"0,255,255",False,False
12,70275000,70300000,12,71100000,71125000,"0,255,255",False,False
12,115050000,115075000,12,116325000,116350000,"0,255,255",False,False
12,115100000,115125000,12,116175000,116200000,"0,255,255",False,False
12,113875000,113900000,12,114325000,114350000,"0,255,255",False,False
12,55575000,55600000,12,56000000,56025000,"0,255,255",False,False
12,63500000,63525000,12,64200000,64225000,"0,255,255",False,False
12,41000000,41025000,12,41300000,41325000,"0,255,255",False,False
12,54400000,54425000,12,54750000,54775000,"0,255,255",False,False
12,77000000,77025000,12,77375000,77400000,"0,255,255",False,False
12,101200000,101225000,12,101700000,101725000,"0,255,255",False,False
12,104325000,104350000,12,105525000,105550000,"0,255,255",False,False
12,82025000,82050000,12,82375000,82400000,"0,255,255",False,False
12,64050000,64075000,12,64175000,64200000,"0,255,255",False,False
12,71600000,71625000,12,72125000,72150000,"0,255,255",False,False
12,75075000,75100000,12,75675000,75700000,"0,255,255",False,False
12,118825000,118850000,12,119825000,119850000,"0,255,255",False,False
12,32900000,32925000,12,34150000,34175000,"0,255,255",True,False
12,91350000,91375000,12,91700000,91725000,"0,255,255",False,False
12,103325000,103350000,12,103925000,103950000,"0,255,255",False,False
12,95500000,95525000,12,95925000,95950000,"0,255,255",False,False
12,25575000,25600000,12,26150000,26175000,"0,255,255",False,False
12,104275000,104300000,12,104500000,104525000,"0,255,255",False,False
12,69250000,69275000,12,69450000,69475000,"0,255,255",False,False
12,4450000,4475000,12,4625000,4650000,"0,255,255",False,False
12,75725000,75750000,12,75875000,75900000,"0,255,255",False,False
12,27575000,27600000,12,27800000,27825000,"0,255,255",False,False
12,96450000,96475000,12,96900000,96925000,"0,255,255",False,False
12,93375000,93400000,12,93775000,93800000,"0,255,255",False,False
12,15725000,15750000,12,16000000,16025000,"0,255,255",False,False
12,124525000,124550000,12,124800000,124825000,"0,255,255",False,False
12,550000,560000,12,650000,660000,"0,255,255",False,False
12,109050000,109060000,12,109190000,109200000,"0,255,255",False,False
12,50370000,50380000,12,50440000,50450000,"0,255,255",False,False
12,111830000,111840000,12,111880000,111890000,"0,255,255",False,False
12,53280000,53290000,12,53370000,53380000,"0,255,255",False,False
12,50160000,50170000,12,50230000,50240000,"0,255,255",False,False
12,53740000,53750000,12,53810000,53820000,"0,255,255",False,False
12,57510000,57520000,12,57570000,57580000,"0,255,255",False,False
12,50030000,50040000,12,50100000,50110000,"0,255,255",False,False
12,54680000,54690000,12,54750000,54760000,"0,255,255",True,False
12,96450000,96460000,12,96600000,96610000,"0,255,255",False,False
12,123120000,123130000,12,123230000,123240000,"0,255,255",False,False
12,1910000,1920000,12,2040000,2050000,"0,255,255",False,False
12,49680000,49690000,12,49730000,49740000,"0,255,255",False,False
12,52550000,52560000,12,52710000,52720000,"0,255,255",False,False
12,54410000,54420000,12,54590000,54600000,"0,255,255",False,False
12,1760000,1770000,12,1890000,1900000,"0,255,255",False,False
12,108960000,108970000,12,109010000,109020000,"0,255,255",False,False
12,6170000,6180000,12,6390000,6400000,"0,255,255",False,False
12,52970000,52980000,12,53250000,53260000,"0,255,255",False,False
12,25140000,25150000,12,25280000,25290000,"0,255,255",False,False
12,109950000,109960000,12,110210000,110220000,"0,255,255",False,False
12,52770000,52780000,12,53250000,53260000,"0,255,255",False,False
12,27090000,27100000,12,27150000,27160000,"0,255,255",False,False
12,85960000,85970000,12,86260000,86270000,"0,255,255",False,False
12,89410000,89420000,12,89850000,89860000,"0,255,255",False,False
12,72170000,72180000,12,72240000,72250000,"0,255,255",False,False
12,22230000,22240000,12,22590000,22600000,"0,255,255",False,False
12,7370000,7380000,12,7610000,7620000,"0,255,255",False,False
12,93890000,93900000,12,94490000,94500000,"0,255,255",False,False
12,70980000,70990000,12,71120000,71130000,"0,255,255",False,False
12,3990000,4000000,12,4380000,4390000,"0,255,255",False,False
12,64230000,64240000,12,64640000,64650000,"0,255,255",False,False
12,31550000,31560000,12,31790000,31800000,"0,255,255",False,False
12,52760000,52770000,12,53270000,53280000,"0,255,255",False,False
12,51220000,51230000,12,51400000,51410000,"0,255,255",False,False
12,94530000,94540000,12,94920000,94930000,"0,255,255",False,False
12,17930000,17940000,12,18020000,18030000,"0,255,255",False,False
12,130520000,130530000,12,130820000,130830000,"0,255,255",False,False
12,31830000,31840000,12,32460000,32470000,"0,255,255",False,False
12,64940000,64950000,12,65080000,65090000,"0,255,255",False,False
12,4960000,4970000,12,5110000,5120000,"0,255,255",False,False
13,27925000,27950000,13,28550000,28575000,"0,255,255",False,False
13,49150000,49175000,13,49325000,49350000,"0,255,255",False,False
13,27950000,27975000,13,28375000,28400000,"0,255,255",False,False
13,28875000,28900000,13,29200000,29225000,"0,255,255",False,False
13,99100000,99125000,13,99300000,99325000,"0,255,255",False,False
13,47050000,47075000,13,47275000,47300000,"0,255,255",False,False
13,45625000,45650000,13,45850000,45875000,"0,255,255",False,False
13,103225000,103250000,13,103475000,103500000,"0,255,255",True,False
13,52000000,52025000,13,52350000,52375000,"0,255,255",False,False
13,85475000,85500000,13,86375000,86400000,"0,255,255",False,False
13,21050000,21075000,13,21400000,21425000,"0,255,255",False,False
13,39975000,40000000,13,40175000,40200000,"0,255,255",False,False
13,97750000,97775000,13,98000000,98025000,"0,255,255",False,False
13,45050000,45075000,13,45525000,45550000,"0,255,255",False,False
13,40625000,40650000,13,41250000,41275000,"0,255,255",False,False
13,110875000,110900000,13,111050000,111075000,"0,255,255",False,False
13,27275000,27300000,13,27450000,27475000,"0,255,255",False,False
13,70100000,70125000,13,71125000,71150000,"0,255,255",False,False
13,21850000,21875000,13,22025000,22050000,"0,255,255",False,False
13,73400000,73425000,13,74275000,74300000,"0,255,255",False,False
13,28900000,28925000,13,29350000,29375000,"0,255,255",False,False
13,59975000,60000000,13,60225000,60250000,"0,255,255",False,False
13,25275000,25300000,13,25550000,25575000,"0,255,255",False,False
13,30325000,30350000,13,30675000,30700000,"0,255,255",False,False
13,42225000,42250000,13,42675000,42700000,"0,255,255",False,False
13,26750000,26775000,13,27050000,27075000,"0,255,255",False,False
13,21675000,21700000,13,22050000,22075000,"0,255,255",False,False
13,87525000,87550000,13,87900000,87925000,"0,255,255",False,False
13,27550000,27575000,13,28525000,28550000,"0,255,255",False,False
13,47400000,47425000,13,48325000,48350000,"0,255,255",False,False
13,43525000,43550000,13,44375000,44400000,"0,255,255",False,False
13,76250000,76275000,13,77025000,77050000,"0,255,255",False,False
